TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2023-05-13,36-45,GA,Female,High,App,Home,Beds,Tempur-Pedic,Cloud Supreme,2101.0,1800.0,1.0,1.99,2101.0,13.0,288.0,Debit Card,5.0
2023-05-13,18-25,TX,Other,High,Organic,Home,Beds,Tempur-Pedic,Contour Elite,2074.0,1700.0,1.0,1.06,2074.0,14.0,360.0,Debit Card,5.0
2023-05-13,26-35,NY,Other,Middle,App,Home,Furniture,IKEA,Kallax Shelf,67.0,60.0,1.0,1.15,67.0,15.0,-8.0,Digital Wallet,5.0
2023-05-13,36-45,CA,Other,Low,Email,Home,Furniture,IKEA,Kallax Shelf,87.0,60.0,1.0,1.93,87.0,10.0,17.0,Digital Wallet,4.0
2023-05-13,26-35,IL,Female,Middle,Email,Beauty,Makeup,Maybelline,Lash Sensational Mascara,15.0,10.0,5.0,1.03,76.0,7.0,19.0,Debit Card,6.0
2023-05-13,18-25,CA,Other,High,Affiliates,Beauty,Skincare,Neutrogena,Oil-Free Acne Wash,24.0,15.0,1.0,0.83,24.0,3.0,6.0,Debit Card,3.0
2023-05-13,66+,TX,Other,Low,App,Electronics,Laptops,HP,Envy,922.0,700.0,2.0,1.04,1844.0,18.0,426.0,Credit Card,5.0
2023-05-13,26-35,MI,Female,Middle,Organic,Electronics,Smartphones,Apple,iPhone SE,636.0,400.0,2.0,1.3,1273.0,14.0,458.0,Debit Card,5.0
2023-05-13,46-55,TX,Female,High,Email,Clothing,Jeans,Levis,Slim Fit,73.0,50.0,3.0,1.14,218.0,7.0,62.0,Digital Wallet,3.0
2023-05-13,46-55,PA,Male,Middle,Organic,Beauty,Makeup,Revlon,ColorStay Lipstick,17.0,15.0,3.0,1.26,52.0,5.0,2.0,Credit Card,3.0
