TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2022-09-27,26-35,PA,Female,Middle,Organic,Electronics,Smartphones,Apple,iPhone SE,594.0,400.0,3.0,1.6,1781.0,23.0,557.0,BNPL,4.0
2022-09-27,18-25,NY,Other,Low,Organic,Beauty,Makeup,Revlon,ColorStay Lipstick,18.0,15.0,6.0,0.71,108.0,13.0,4.0,Debit Card,6.0
2022-09-27,36-45,FL,Male,High,Organic,Beauty,Makeup,Maybelline,Fit Me Foundation,23.0,15.0,5.0,1.49,114.0,11.0,29.0,Credit Card,6.0
2022-09-27,26-35,FL,Other,High,Organic,Electronics,Smartphones,Samsung,Galaxy A32,329.0,250.0,2.0,1.28,658.0,18.0,140.0,Debit Card,2.0
2022-09-27,56-65,CA,Female,Middle,Organic,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1723.0,1500.0,2.0,0.54,3445.0,21.0,424.0,Digital Wallet,3.0
2022-09-27,46-55,IL,Male,Middle,Affiliates,Electronics,Smartphones,Apple,iPhone SE,592.0,400.0,3.0,1.24,1775.0,24.0,552.0,Credit Card,5.0
2022-09-27,26-35,NC,Male,Low,App,Clothing,T-Shirts,Adidas,Essentials,41.0,35.0,3.0,1.71,122.0,14.0,2.0,Digital Wallet,5.0
2022-09-27,26-35,OH,Female,Middle,Email,Home,Beds,Serta,Perfect Sleeper,925.0,750.0,1.0,1.73,925.0,19.0,156.0,Debit Card,4.0
2022-09-27,26-35,IL,Male,Middle,Affiliates,Home,Furniture,IKEA,Kallax Shelf,70.0,60.0,2.0,1.6,140.0,29.0,-8.0,Digital Wallet,6.0
2022-09-27,46-55,GA,Female,Low,App,Electronics,Smartphones,Apple,iPhone SE,565.0,400.0,1.0,1.54,565.0,11.0,154.0,Digital Wallet,4.0
2022-09-27,56-65,NY,Female,Middle,Email,Beauty,Makeup,Revlon,ColorStay Lipstick,20.0,15.0,6.0,1.06,118.0,13.0,15.0,Credit Card,6.0
2022-09-27,26-35,CA,Female,Middle,App,Beauty,Skincare,Neutrogena,Hydro Boost Gel,25.0,20.0,11.0,1.6,277.0,12.0,45.0,Credit Card,7.0
2022-09-27,46-55,OH,Other,Middle,Organic,Beauty,Makeup,Maybelline,Fit Me Foundation,18.0,15.0,3.0,1.81,55.0,9.0,2.0,Debit Card,4.0
2022-09-27,26-35,PA,Female,Low,PPC,Clothing,T-Shirts,Nike,Pro,39.0,30.0,1.0,0.95,39.0,9.0,0.0,Debit Card,4.0
2022-09-27,18-25,GA,Male,Middle,Organic,Electronics,Laptops,Dell,Inspiron,873.0,600.0,1.0,0.96,873.0,14.0,259.0,Debit Card,5.0
2022-09-27,26-35,FL,Male,Middle,PPC,Beauty,Makeup,Maybelline,Fit Me Foundation,19.0,15.0,5.0,1.26,96.0,11.0,10.0,BNPL,6.0
2022-09-27,56-65,TX,Male,Middle,Others,Beauty,Skincare,Neutrogena,Oil-Free Acne Wash,22.0,15.0,3.0,1.11,65.0,9.0,11.0,Credit Card,5.0
2022-09-27,26-35,CA,Male,Low,Affiliates,Clothing,Jeans,Levis,501 Original,90.0,60.0,2.0,0.56,181.0,8.0,53.0,Digital Wallet,3.0
2022-09-27,56-65,TX,Female,Low,App,Electronics,Smartphones,Samsung,Galaxy A32,336.0,250.0,3.0,0.8,1007.0,22.0,236.0,Credit Card,3.0
2022-09-27,66+,TX,Female,Low,Others,Electronics,Smartphones,Samsung,Galaxy A32,296.0,250.0,3.0,1.98,887.0,22.0,116.0,Credit Card,5.0
2022-09-27,36-45,IL,Other,High,Others,Beauty,Makeup,Revlon,ColorStay Lipstick,20.0,15.0,5.0,1.3,98.0,12.0,11.0,Digital Wallet,5.0
2022-09-27,26-35,CA,Female,Middle,Organic,Electronics,Smartphones,Samsung,Galaxy S21,732.0,500.0,1.0,0.64,732.0,10.0,222.0,Credit Card,4.0
2022-09-27,26-35,CA,Male,Middle,Email,Beauty,Makeup,Revlon,ColorStay Lipstick,21.0,15.0,3.0,1.69,62.0,6.0,11.0,Digital Wallet,3.0
2022-09-27,66+,MI,Other,Middle,Organic,Beauty,Makeup,Maybelline,Fit Me Foundation,16.0,15.0,2.0,1.69,33.0,10.0,-8.0,Debit Card,4.0
2022-09-27,46-55,PA,Female,Middle,Email,Beauty,Makeup,Maybelline,Fit Me Foundation,17.0,15.0,1.0,0.53,17.0,9.0,-7.0,Credit Card,3.0
2022-09-27,56-65,MI,Other,Low,Others,Clothing,T-Shirts,Adidas,Essentials,48.0,35.0,2.0,1.66,95.0,11.0,14.0,Digital Wallet,3.0
2022-09-27,46-55,NY,Female,Middle,Email,Beauty,Makeup,Maybelline,Fit Me Foundation,18.0,15.0,2.0,1.36,37.0,11.0,-4.0,BNPL,4.0
2022-09-27,26-35,NC,Male,High,Email,Beauty,Makeup,Revlon,ColorStay Lipstick,16.0,15.0,4.0,1.33,66.0,13.0,-7.0,Digital Wallet,6.0
2022-09-27,26-35,PA,Male,Low,Affiliates,Electronics,Laptops,HP,Envy,936.0,700.0,1.0,1.66,936.0,16.0,220.0,Digital Wallet,5.0
2022-09-27,36-45,NY,Female,High,Others,Home,Furniture,IKEA,Billy Bookcase,144.0,100.0,1.0,1.52,144.0,20.0,24.0,Credit Card,4.0
2022-09-27,26-35,FL,Male,Low,Others,Clothing,T-Shirts,Adidas,Performance,68.0,45.0,2.0,0.84,137.0,10.0,37.0,Credit Card,4.0
2022-09-27,36-45,OH,Male,High,Affiliates,Electronics,Smartphones,Apple,iPhone SE,587.0,400.0,1.0,1.97,587.0,12.0,175.0,Credit Card,5.0
2022-09-27,18-25,IL,Other,Middle,App,Beauty,Skincare,Neutrogena,Rapid Wrinkle Repair,27.0,20.0,1.0,1.37,27.0,9.0,-2.0,Debit Card,4.0
2022-09-27,66+,CA,Male,Middle,Organic,Beauty,Makeup,Maybelline,Fit Me Foundation,21.0,15.0,2.0,0.72,41.0,6.0,5.0,BNPL,2.0
2022-09-27,26-35,FL,Other,Low,Organic,Electronics,Smartphones,Apple,iPhone 14,984.0,700.0,3.0,1.48,2953.0,23.0,831.0,Credit Card,5.0
2022-09-27,66+,CA,Female,Middle,PPC,Home,Beds,Tempur-Pedic,Cloud Supreme,1920.0,1800.0,1.0,1.89,1920.0,17.0,104.0,Digital Wallet,4.0
2022-09-27,18-25,MI,Other,Middle,Email,Clothing,T-Shirts,Nike,Sportswear,39.0,25.0,3.0,0.91,116.0,13.0,28.0,Credit Card,6.0
2022-09-27,26-35,OH,Other,Middle,App,Beauty,Skincare,Neutrogena,Rapid Wrinkle Repair,30.0,20.0,4.0,1.26,119.0,10.0,29.0,Digital Wallet,4.0
2022-09-27,26-35,TX,Male,Low,Email,Beauty,Makeup,Maybelline,Lash Sensational Mascara,17.0,10.0,6.0,0.73,100.0,10.0,30.0,Digital Wallet,5.0
2022-09-27,18-25,NY,Male,Low,Others,Home,Furniture,IKEA,Billy Bookcase,146.0,100.0,2.0,1.71,292.0,30.0,62.0,Digital Wallet,5.0
2022-09-27,66+,CA,Male,Middle,App,Electronics,Smartphones,Samsung,Galaxy A32,320.0,250.0,1.0,1.5,320.0,10.0,61.0,BNPL,3.0
2022-09-27,36-45,GA,Female,Middle,Organic,Home,Beds,Tempur-Pedic,Contour Elite,2050.0,1700.0,1.0,0.9,2050.0,18.0,333.0,Digital Wallet,4.0
2022-09-27,18-25,GA,Male,High,Organic,Beauty,Makeup,Maybelline,Lash Sensational Mascara,12.0,10.0,3.0,1.37,37.0,7.0,0.0,Credit Card,6.0
2022-09-27,26-35,FL,Female,Middle,Email,Clothing,Jeans,Levis,Slim Fit,70.0,50.0,1.0,1.57,70.0,9.0,11.0,Digital Wallet,3.0
2022-09-27,26-35,FL,Other,Middle,App,Electronics,Laptops,Dell,XPS,1606.0,1300.0,2.0,0.81,3212.0,24.0,589.0,Digital Wallet,5.0
2022-09-27,36-45,NY,Male,High,Organic,Beauty,Makeup,Maybelline,Fit Me Foundation,20.0,15.0,5.0,0.58,100.0,13.0,13.0,Digital Wallet,6.0
2022-09-27,26-35,NC,Male,Low,Affiliates,Home,Beds,Tempur-Pedic,Cloud Supreme,2113.0,1800.0,2.0,0.51,4225.0,35.0,591.0,Digital Wallet,5.0
2022-09-27,56-65,GA,Other,Middle,PPC,Home,Furniture,Ashley Furniture,Sofa,416.0,300.0,2.0,1.43,832.0,26.0,206.0,Debit Card,5.0
2022-09-27,36-45,NC,Male,Middle,App,Clothing,T-Shirts,Nike,Dry-FIT,31.0,20.0,5.0,0.95,156.0,17.0,39.0,Digital Wallet,6.0
2022-09-27,66+,NC,Other,Middle,Organic,Beauty,Skincare,Neutrogena,Hydro Boost Gel,23.0,20.0,3.0,0.68,70.0,13.0,-3.0,Digital Wallet,6.0
2022-09-27,56-65,MI,Male,Low,PPC,Electronics,Smartphones,Apple,iPhone 15,1036.0,800.0,1.0,1.76,1036.0,14.0,222.0,BNPL,8.0
2022-09-27,56-65,OH,Female,Low,Email,Beauty,Makeup,Maybelline,Fit Me Foundation,17.0,15.0,5.0,1.96,86.0,10.0,1.0,Credit Card,8.0
2022-09-27,56-65,TX,Male,Low,Email,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1768.0,1500.0,3.0,0.64,5305.0,22.0,783.0,Debit Card,5.0
2022-09-27,46-55,NY,Female,Middle,Affiliates,Home,Beds,Tempur-Pedic,Cloud Supreme,1977.0,1800.0,1.0,1.37,1977.0,22.0,156.0,BNPL,3.0
2022-09-27,18-25,CA,Male,Middle,Email,Electronics,Smartphones,Apple,iPhone 15,1026.0,800.0,1.0,1.67,1026.0,10.0,216.0,Credit Card,3.0
2022-09-27,18-25,OH,Female,Middle,PPC,Beauty,Makeup,Revlon,ColorStay Lipstick,17.0,15.0,4.0,1.93,68.0,9.0,-2.0,Debit Card,4.0
2022-09-27,18-25,CA,Other,Low,Others,Home,Furniture,IKEA,Billy Bookcase,150.0,100.0,2.0,1.34,299.0,25.0,75.0,Digital Wallet,5.0
2022-09-27,26-35,GA,Other,High,Others,Beauty,Makeup,Revlon,PhotoReady Concealer,19.0,12.0,2.0,1.09,37.0,7.0,6.0,Digital Wallet,3.0
2022-09-27,26-35,PA,Female,Low,Others,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1756.0,1500.0,2.0,1.16,3511.0,24.0,487.0,Credit Card,4.0
2022-09-27,56-65,CA,Other,Middle,Others,Clothing,Jeans,Levis,501 Original,84.0,60.0,3.0,2.0,253.0,9.0,63.0,Digital Wallet,3.0
2022-09-27,36-45,FL,Female,Low,Email,Electronics,Smartphones,Apple,iPhone 15,1030.0,800.0,1.0,1.56,1030.0,13.0,217.0,Debit Card,3.0
