TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2023-02-17,36-45,CA,Male,Low,App,Clothing,T-Shirts,Adidas,Performance,69.0,45.0,2.0,0.99,139.0,4.0,45.0,Debit Card,3.0
2023-02-17,46-55,CA,Female,Middle,Email,Home,Beds,Tempur-Pedic,Cloud Supreme,2139.0,1800.0,2.0,0.7,4277.0,25.0,652.0,Credit Card,4.0
2023-02-17,46-55,PA,Female,Low,Email,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1827.0,1500.0,1.0,0.72,1827.0,10.0,317.0,BNPL,3.0
2023-02-17,36-45,MI,Male,High,Others,Electronics,Smartphones,Samsung,Galaxy A32,360.0,250.0,2.0,1.6,719.0,16.0,204.0,Digital Wallet,6.0
2023-02-17,46-55,FL,Female,Middle,Organic,Electronics,Smartphones,Samsung,Galaxy A32,356.0,250.0,3.0,1.25,1068.0,19.0,299.0,Credit Card,6.0
2023-02-17,26-35,GA,Female,Middle,Organic,Electronics,Smartphones,Samsung,Galaxy A32,349.0,250.0,2.0,1.45,698.0,12.0,186.0,Digital Wallet,4.0
2023-02-17,56-65,PA,Male,Middle,Email,Home,Beds,Serta,iComfort,2408.0,1900.0,2.0,0.84,4816.0,29.0,987.0,Credit Card,4.0
2023-02-17,36-45,CA,Male,Low,Organic,Home,Beds,Serta,Perfect Sleeper,964.0,750.0,2.0,0.77,1928.0,25.0,403.0,Debit Card,4.0
2023-02-17,18-25,TX,Male,Middle,Email,Clothing,Jeans,Wrangler,Authentics,52.0,30.0,1.0,0.52,52.0,5.0,18.0,Digital Wallet,4.0
2023-02-17,18-25,CA,Other,Middle,Others,Home,Furniture,Ashley Furniture,Dining Table,329.0,200.0,2.0,1.58,658.0,21.0,237.0,Credit Card,4.0
2023-02-17,56-65,CA,Female,Middle,Email,Electronics,Smartphones,Apple,iPhone 14,1014.0,700.0,1.0,1.84,1014.0,6.0,308.0,Debit Card,3.0
2023-02-17,36-45,GA,Female,High,Affiliates,Clothing,Jeans,Levis,Slim Fit,75.0,50.0,3.0,1.31,225.0,7.0,69.0,Credit Card,3.0
2023-02-17,36-45,CA,Female,Low,Affiliates,Home,Beds,Tempur-Pedic,Contour Elite,2031.0,1700.0,2.0,0.84,4063.0,25.0,638.0,Debit Card,4.0
2023-02-17,18-25,TX,Female,Middle,Email,Beauty,Makeup,Revlon,ColorStay Lipstick,18.0,15.0,3.0,1.55,54.0,5.0,4.0,BNPL,3.0
2023-02-17,56-65,OH,Female,Middle,Others,Beauty,Skincare,Neutrogena,Rapid Wrinkle Repair,33.0,20.0,3.0,1.66,100.0,6.0,34.0,Credit Card,5.0
