TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2021-11-04,18-25,PA,Male,Low,App,Home,Beds,Serta,iComfort,2076.0,1900.0,1.0,1.17,2076.0,15.0,161.0,Debit Card,6.0
2021-11-04,26-35,NY,Male,High,Organic,Electronics,Laptops,Dell,XPS,1605.0,1300.0,2.0,1.52,3210.0,21.0,589.0,Digital Wallet,5.0
2021-11-04,36-45,PA,Male,Low,Email,Electronics,Laptops,Apple Laptop,MacBook Pro M2,1358.0,1200.0,2.0,0.98,2716.0,19.0,296.0,Debit Card,4.0
2021-11-04,36-45,TX,Male,Middle,Email,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1629.0,1500.0,1.0,1.82,1629.0,7.0,122.0,BNPL,4.0
2021-11-04,18-25,NC,Male,Low,Email,Electronics,Laptops,Dell,XPS,1426.0,1300.0,1.0,0.73,1426.0,14.0,113.0,Credit Card,4.0
2021-11-04,66+,CA,Male,Low,Email,Clothing,Jeans,Wrangler,Authentics,45.0,30.0,2.0,1.3,91.0,3.0,28.0,Digital Wallet,2.0
2021-11-04,26-35,CA,Male,Middle,App,Electronics,Smartphones,Samsung,Galaxy A32,338.0,250.0,1.0,1.86,338.0,5.0,83.0,Credit Card,3.0
2021-11-04,46-55,MI,Male,Low,Email,Home,Beds,Tempur-Pedic,Cloud Supreme,1864.0,1800.0,1.0,0.78,1864.0,16.0,48.0,Credit Card,5.0
2021-11-04,66+,CA,Male,High,App,Beauty,Makeup,Revlon,PhotoReady Concealer,17.0,12.0,4.0,1.48,66.0,3.0,15.0,Debit Card,4.0
2021-11-04,36-45,TX,Male,Low,Organic,Home,Furniture,Ashley Furniture,Dining Table,353.0,200.0,2.0,0.95,706.0,22.0,285.0,Digital Wallet,5.0
2021-11-04,36-45,GA,Male,Middle,Organic,Beauty,Skincare,Neutrogena,Hydro Boost Gel,19.0,20.0,4.0,0.85,77.0,4.0,-6.0,Digital Wallet,4.0
2021-11-04,46-55,TX,Female,High,Email,Home,Beds,Tempur-Pedic,Contour Elite,1865.0,1700.0,1.0,0.99,1865.0,14.0,151.0,Credit Card,3.0
2021-11-04,66+,OH,Male,Middle,PPC,Clothing,Jeans,Levis,Bootcut,110.0,100.0,3.0,0.88,331.0,7.0,24.0,Debit Card,13.0
2021-11-04,36-45,CA,Female,Middle,Organic,Electronics,Smartphones,Apple,iPhone 15,1013.0,800.0,1.0,0.87,1013.0,5.0,209.0,Digital Wallet,4.0
2021-11-04,26-35,TX,Male,Middle,Email,Clothing,Jeans,Levis,Slim Fit,51.0,50.0,1.0,0.57,51.0,3.0,-2.0,Digital Wallet,4.0
2021-11-04,56-65,FL,Female,High,Organic,Home,Beds,Tempur-Pedic,Contour Elite,1799.0,1700.0,1.0,0.93,1799.0,15.0,84.0,Digital Wallet,5.0
2021-11-04,36-45,IL,Male,High,Organic,Home,Furniture,IKEA,Billy Bookcase,163.0,100.0,1.0,0.98,163.0,14.0,49.0,Digital Wallet,3.0
2021-11-04,36-45,PA,Other,High,PPC,Electronics,Smartphones,Apple,iPhone 15,1052.0,800.0,3.0,1.04,3155.0,18.0,737.0,Credit Card,5.0
2021-11-04,36-45,IL,Male,Middle,Email,Home,Furniture,IKEA,Kallax Shelf,57.0,60.0,2.0,1.2,115.0,24.0,-29.0,Digital Wallet,6.0
2021-11-04,18-25,GA,Female,Middle,Organic,Electronics,Smartphones,Samsung,Galaxy S21,654.0,500.0,2.0,1.25,1307.0,11.0,297.0,Digital Wallet,3.0
2021-11-04,26-35,FL,Female,Middle,App,Home,Furniture,Ashley Furniture,Bed Frame,241.0,100.0,1.0,0.73,241.0,13.0,128.0,Credit Card,4.0
2021-11-04,66+,NY,Male,Middle,App,Home,Beds,Tempur-Pedic,Contour Elite,1817.0,1700.0,2.0,1.57,3633.0,29.0,205.0,BNPL,5.0
2021-11-04,56-65,CA,Female,Middle,Organic,Electronics,Smartphones,Apple,iPhone SE,568.0,400.0,3.0,1.54,1704.0,15.0,489.0,Credit Card,4.0
2021-11-04,26-35,CA,Female,Middle,App,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1644.0,1500.0,3.0,1.56,4931.0,15.0,416.0,Digital Wallet,4.0
2021-11-04,18-25,IL,Female,Middle,Email,Beauty,Makeup,Maybelline,Fit Me Foundation,12.0,15.0,2.0,0.77,25.0,5.0,-10.0,Debit Card,2.0
2021-11-04,56-65,TX,Female,Middle,Affiliates,Home,Furniture,Ashley Furniture,Bed Frame,222.0,100.0,2.0,1.76,445.0,22.0,223.0,Debit Card,7.0
2021-11-04,46-55,IL,Female,Middle,App,Home,Furniture,IKEA,Billy Bookcase,140.0,100.0,2.0,1.98,280.0,24.0,57.0,Credit Card,5.0
2021-11-04,56-65,FL,Male,Middle,App,Home,Furniture,Ashley Furniture,Bed Frame,211.0,100.0,2.0,0.97,422.0,23.0,199.0,Credit Card,7.0
2021-11-04,36-45,NC,Female,Middle,Others,Electronics,Laptops,Dell,Inspiron,729.0,600.0,2.0,1.88,1459.0,22.0,237.0,Debit Card,6.0
2021-11-04,66+,NY,Female,Low,Others,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1716.0,1500.0,2.0,1.43,3432.0,21.0,411.0,Digital Wallet,4.0
2021-11-04,26-35,OH,Female,Low,Organic,Electronics,Laptops,HP,Pavilion,695.0,600.0,2.0,1.25,1390.0,18.0,172.0,Credit Card,4.0
2021-11-04,36-45,CA,Female,High,Email,Home,Furniture,IKEA,Billy Bookcase,152.0,100.0,2.0,1.15,304.0,20.0,84.0,BNPL,5.0
2021-11-04,46-55,NY,Female,Middle,Email,Home,Beds,Tempur-Pedic,Cloud Supreme,1855.0,1800.0,1.0,1.62,1855.0,17.0,39.0,BNPL,6.0
2021-11-04,26-35,IL,Male,High,Organic,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1668.0,1500.0,1.0,1.87,1668.0,12.0,157.0,Digital Wallet,3.0
2021-11-04,56-65,NC,Male,High,Organic,Electronics,Smartphones,Samsung,Galaxy S21,712.0,500.0,2.0,1.58,1423.0,16.0,407.0,Credit Card,4.0
2021-11-04,66+,NY,Other,Low,Affiliates,Beauty,Makeup,Revlon,PhotoReady Concealer,18.0,12.0,5.0,0.78,88.0,8.0,20.0,Debit Card,5.0
2021-11-04,26-35,OH,Female,Middle,Others,Beauty,Makeup,Revlon,PhotoReady Concealer,20.0,12.0,2.0,1.8,39.0,3.0,12.0,BNPL,4.0
2021-11-04,26-35,TX,Female,Middle,Organic,Home,Furniture,IKEA,Kallax Shelf,70.0,60.0,1.0,1.87,70.0,12.0,-2.0,Debit Card,4.0
2021-11-04,36-45,TX,Other,High,Affiliates,Home,Beds,Serta,iComfort,2204.0,1900.0,2.0,0.81,4408.0,26.0,583.0,Credit Card,5.0
2021-11-04,56-65,NY,Female,Middle,App,Electronics,Smartphones,Apple,iPhone SE,563.0,400.0,2.0,0.62,1126.0,15.0,312.0,Digital Wallet,5.0
2021-11-04,56-65,MI,Male,Middle,Affiliates,Home,Furniture,Ashley Furniture,Bed Frame,246.0,100.0,1.0,1.52,246.0,14.0,132.0,Credit Card,5.0
2021-11-04,46-55,CA,Female,Middle,App,Electronics,Smartphones,Apple,iPhone 14,941.0,700.0,3.0,1.99,2822.0,15.0,708.0,Digital Wallet,5.0
2021-11-04,46-55,CA,Other,Low,Others,Home,Furniture,Ashley Furniture,Bed Frame,214.0,100.0,1.0,0.91,214.0,10.0,104.0,Digital Wallet,5.0
2021-11-04,26-35,GA,Female,Low,Affiliates,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1688.0,1500.0,2.0,0.7,3376.0,17.0,360.0,Credit Card,5.0
2021-11-04,26-35,CA,Female,Middle,Others,Electronics,Laptops,Apple Laptop,MacBook Air M2,1138.0,1000.0,2.0,1.66,2276.0,16.0,260.0,Credit Card,4.0
2021-11-04,36-45,NY,Female,High,Affiliates,Electronics,Smartphones,Samsung,Galaxy S21,728.0,500.0,2.0,0.88,1455.0,15.0,440.0,Digital Wallet,5.0
2021-11-04,46-55,IL,Female,High,Organic,Electronics,Laptops,HP,Envy,812.0,700.0,9.0,1.34,7305.0,76.0,929.0,Digital Wallet,9.0
2021-11-04,26-35,GA,Male,Middle,PPC,Home,Beds,Tempur-Pedic,Contour Elite,1911.0,1700.0,2.0,0.55,3823.0,25.0,398.0,Debit Card,5.0
2021-11-04,26-35,TX,Other,Low,PPC,Beauty,Makeup,Maybelline,Lash Sensational Mascara,12.0,10.0,2.0,0.65,23.0,3.0,0.0,Debit Card,3.0
2021-11-04,26-35,MI,Male,Low,Affiliates,Home,Furniture,Ashley Furniture,Sofa,411.0,300.0,2.0,1.13,822.0,24.0,198.0,Digital Wallet,5.0
2021-11-04,56-65,PA,Female,Middle,App,Clothing,Jeans,Wrangler,Regular Fit,58.0,35.0,2.0,1.71,115.0,6.0,39.0,Digital Wallet,5.0
2021-11-04,18-25,TX,Male,Middle,PPC,Electronics,Smartphones,Apple,iPhone 15,943.0,800.0,3.0,1.59,2829.0,17.0,413.0,Credit Card,5.0
2021-11-04,18-25,CA,Male,Low,Organic,Electronics,Laptops,Apple Laptop,MacBook Air M2,1229.0,1000.0,2.0,1.34,2458.0,16.0,442.0,Debit Card,5.0
2021-11-04,26-35,NY,Other,High,Affiliates,Home,Furniture,Ashley Furniture,Sofa,431.0,300.0,11.0,1.39,4743.0,115.0,1328.0,Digital Wallet,14.0
2021-11-04,46-55,CA,Female,Low,Others,Beauty,Makeup,Maybelline,Lash Sensational Mascara,14.0,10.0,1.0,1.73,14.0,3.0,1.0,Debit Card,3.0
2021-11-04,66+,IL,Female,Middle,Others,Beauty,Skincare,Neutrogena,Oil-Free Acne Wash,14.0,15.0,4.0,1.76,55.0,7.0,-11.0,BNPL,6.0
2021-11-04,36-45,PA,Female,Middle,Organic,Home,Furniture,Ashley Furniture,Dining Table,318.0,200.0,2.0,1.29,637.0,23.0,213.0,Credit Card,6.0
2021-11-04,66+,NY,Female,High,Others,Clothing,Jeans,Wrangler,Authentics,45.0,30.0,2.0,0.67,89.0,8.0,22.0,Digital Wallet,3.0
2021-11-04,36-45,NY,Female,Middle,App,Electronics,Smartphones,Apple,iPhone 15,1018.0,800.0,1.0,0.51,1018.0,10.0,209.0,Debit Card,4.0
2021-11-04,46-55,NC,Female,Low,Affiliates,Electronics,Smartphones,Apple,iPhone 14,912.0,700.0,3.0,1.46,2735.0,21.0,614.0,Digital Wallet,5.0
2021-11-04,26-35,NY,Male,Middle,Email,Clothing,Jeans,Wrangler,Authentics,53.0,30.0,3.0,0.83,159.0,9.0,60.0,BNPL,4.0
2021-11-04,66+,PA,Male,Middle,PPC,Home,Furniture,IKEA,Kallax Shelf,75.0,60.0,2.0,0.96,150.0,23.0,7.0,Debit Card,5.0
2021-11-04,18-25,NC,Other,Middle,Affiliates,Electronics,Laptops,Apple Laptop,MacBook Air M2,1161.0,1000.0,2.0,2.0,2323.0,22.0,301.0,Credit Card,4.0
2021-11-04,56-65,CA,Male,Middle,App,Clothing,Jeans,Wrangler,Authentics,43.0,30.0,2.0,0.81,85.0,3.0,22.0,Credit Card,4.0
2021-11-04,26-35,IL,Male,Low,Email,Beauty,Makeup,Maybelline,Lash Sensational Mascara,10.0,10.0,4.0,1.6,41.0,6.0,-5.0,Credit Card,5.0
2021-11-04,56-65,FL,Female,High,Organic,Electronics,Smartphones,Apple,iPhone 15,1043.0,800.0,2.0,0.7,2085.0,13.0,472.0,BNPL,5.0
2021-11-04,18-25,OH,Male,High,Affiliates,Home,Beds,Tempur-Pedic,Cloud Supreme,1976.0,1800.0,1.0,0.68,1976.0,14.0,162.0,Digital Wallet,4.0
2021-11-04,56-65,TX,Male,Middle,Affiliates,Clothing,Jeans,Wrangler,Authentics,45.0,30.0,1.0,0.98,45.0,3.0,12.0,Digital Wallet,3.0
2021-11-04,18-25,IL,Male,Low,Organic,Clothing,Jeans,Wrangler,Authentics,34.0,30.0,2.0,1.98,69.0,7.0,2.0,Debit Card,4.0
2021-11-04,26-35,TX,Female,Middle,Organic,Home,Furniture,Ashley Furniture,Bed Frame,249.0,100.0,1.0,1.1,249.0,12.0,138.0,Credit Card,5.0
2021-11-04,26-35,FL,Other,Middle,PPC,Home,Beds,Serta,Perfect Sleeper,867.0,750.0,1.0,0.86,867.0,15.0,102.0,Digital Wallet,4.0
2021-11-04,26-35,CA,Other,Middle,Organic,Electronics,Laptops,Dell,XPS,1481.0,1300.0,2.0,0.63,2962.0,16.0,346.0,Digital Wallet,4.0
2021-11-04,26-35,TX,Male,Middle,Organic,Home,Furniture,IKEA,Billy Bookcase,153.0,100.0,2.0,0.5,306.0,22.0,85.0,Digital Wallet,2.0
2021-11-04,56-65,NY,Female,Low,Email,Electronics,Laptops,Apple Laptop,MacBook Air M2,1245.0,1000.0,2.0,1.33,2489.0,21.0,468.0,BNPL,5.0
