TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2021-06-30,46-55,OH,Other,Middle,Others,Electronics,Laptops,Apple Laptop,MacBook Air M2,1269.0,1000.0,1.0,13.0,1269.0,21.0,247.0,Digital Wallet,6.0
2021-06-30,36-45,OH,Male,Middle,Affiliates,Beauty,Makeup,Maybelline,Fit Me Foundation,15.0,15.0,17.0,16.0,257.0,20.0,-18.0,Debit Card,12.0
2021-06-30,18-25,TX,Female,Middle,App,Clothing,T-Shirts,Nike,Pro,47.0,30.0,1.0,20.0,47.0,11.0,6.0,Credit Card,4.0
2021-06-30,26-35,CA,Male,Middle,App,Beauty,Makeup,Maybelline,Lash Sensational Mascara,11.0,10.0,9.0,19.0,98.0,12.0,-5.0,Credit Card,6.0
2021-06-30,46-55,IL,Female,Low,Organic,Electronics,Smartphones,Apple,iPhone 14,900.0,700.0,3.0,12.0,2701.0,26.0,575.0,BNPL,6.0
2021-06-30,26-35,NY,Other,Middle,Organic,Home,Beds,Serta,Perfect Sleeper,893.0,750.0,1.0,9.0,893.0,29.0,113.0,BNPL,5.0
2021-06-30,26-35,CA,Male,High,Affiliates,Beauty,Makeup,Maybelline,Fit Me Foundation,18.0,15.0,4.0,20.0,73.0,10.0,4.0,Digital Wallet,4.0
2021-06-30,26-35,NY,Male,Middle,PPC,Clothing,Jeans,Levis,501 Original,68.0,60.0,4.0,23.0,273.0,19.0,15.0,Digital Wallet,7.0
2021-06-30,18-25,GA,Female,Middle,Affiliates,Clothing,Jeans,Levis,Bootcut,110.0,100.0,1.0,21.0,110.0,10.0,0.0,Digital Wallet,4.0
2021-06-30,66+,NY,Female,Low,App,Home,Furniture,IKEA,Billy Bookcase,139.0,100.0,1.0,9.0,139.0,27.0,13.0,Credit Card,5.0
2021-06-30,56-65,FL,Female,Middle,App,Beauty,Makeup,Revlon,ColorStay Lipstick,15.0,15.0,6.0,20.0,89.0,13.0,-15.0,Debit Card,6.0
2021-06-30,46-55,NY,Female,Middle,Others,Beauty,Makeup,Revlon,PhotoReady Concealer,13.0,12.0,4.0,23.0,54.0,15.0,-9.0,Debit Card,5.0
2021-06-30,18-25,TX,Male,Middle,Others,Clothing,T-Shirts,Nike,Dry-FIT,21.0,20.0,4.0,24.0,85.0,14.0,-9.0,Credit Card,5.0
2021-06-30,56-65,MI,Other,Low,Organic,Home,Beds,Tempur-Pedic,Contour Elite,2056.0,1700.0,3.0,8.0,6169.0,46.0,1022.0,Debit Card,5.0
2021-06-30,66+,NC,Other,Middle,App,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1637.0,1500.0,1.0,13.0,1637.0,25.0,112.0,Digital Wallet,5.0
2021-06-30,56-65,TX,Male,Low,Affiliates,Electronics,Smartphones,Apple,iPhone SE,547.0,400.0,1.0,12.0,547.0,16.0,130.0,Debit Card,5.0
2021-06-30,66+,GA,Female,Low,Email,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1615.0,1500.0,3.0,13.0,4846.0,23.0,323.0,Credit Card,4.0
2021-06-30,26-35,CA,Other,Middle,Email,Clothing,Jeans,Wrangler,Authentics,32.0,30.0,1.0,27.0,32.0,9.0,-7.0,Credit Card,2.0
2021-06-30,18-25,GA,Other,Low,Email,Electronics,Laptops,Apple Laptop,MacBook Air M2,1218.0,1000.0,1.0,7.0,1218.0,20.0,198.0,Digital Wallet,5.0
2021-06-30,26-35,CA,Male,Low,PPC,Home,Furniture,Ashley Furniture,Dining Table,285.0,200.0,1.0,6.0,285.0,22.0,63.0,Credit Card,4.0
2021-06-30,56-65,NC,Other,Middle,App,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1543.0,1500.0,4.0,19.0,6173.0,35.0,138.0,Digital Wallet,6.0
2021-06-30,66+,GA,Male,Middle,Affiliates,Clothing,Jeans,Wrangler,Authentics,40.0,30.0,4.0,21.0,160.0,15.0,25.0,Debit Card,5.0
2021-06-30,26-35,FL,Male,Middle,Email,Clothing,Jeans,Levis,501 Original,57.0,60.0,4.0,28.0,226.0,17.0,-30.0,Credit Card,5.0
