TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2023-11-08,36-45,CA,Female,High,App,Home,Furniture,IKEA,Billy Bookcase,127.0,100.0,1.0,1.0,127.0,11.0,16.0,Debit Card,3.0
2023-11-08,46-55,PA,Male,High,Affiliates,Electronics,Smartphones,Apple,iPhone 14,920.0,700.0,1.0,1.81,920.0,9.0,211.0,Digital Wallet,4.0
2023-11-08,66+,PA,Male,Low,Others,Home,Beds,Serta,iComfort,2229.0,1900.0,1.0,1.83,2229.0,16.0,313.0,Credit Card,3.0
2023-11-08,66+,FL,Female,Middle,PPC,Electronics,Smartphones,Apple,iPhone 14,941.0,700.0,1.0,0.69,941.0,9.0,233.0,Credit Card,4.0
2023-11-08,56-65,CA,Male,Middle,Email,Clothing,Jeans,Levis,Bootcut,111.0,100.0,2.0,0.72,222.0,4.0,18.0,Credit Card,3.0
2023-11-08,46-55,NY,Male,High,Organic,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1620.0,1500.0,12.0,1.04,19444.0,66.0,1378.0,Debit Card,10.0
2023-11-08,56-65,IL,Other,Middle,App,Electronics,Smartphones,Apple,iPhone 14,918.0,700.0,1.0,0.97,918.0,10.0,208.0,Debit Card,6.0
2023-11-08,56-65,OH,Male,High,App,Clothing,T-Shirts,Nike,Dry-FIT,29.0,20.0,3.0,0.55,88.0,7.0,21.0,Debit Card,5.0
2023-11-08,66+,TX,Female,High,Affiliates,Electronics,Laptops,Apple Laptop,MacBook Air M1,1031.0,900.0,2.0,0.78,2063.0,19.0,244.0,Debit Card,5.0
2023-11-08,26-35,NC,Female,Middle,Organic,Clothing,Jeans,Wrangler,Authentics,43.0,30.0,2.0,1.21,86.0,10.0,16.0,BNPL,6.0
2023-11-08,36-45,TX,Male,Low,Affiliates,Home,Beds,Tempur-Pedic,Contour Elite,1753.0,1700.0,1.0,0.93,1753.0,15.0,38.0,BNPL,4.0
2023-11-08,26-35,FL,Other,Middle,Organic,Beauty,Makeup,Revlon,ColorStay Lipstick,16.0,15.0,1.0,1.27,16.0,4.0,-3.0,Credit Card,3.0
2023-11-08,36-45,NY,Male,High,Affiliates,Home,Furniture,IKEA,Billy Bookcase,119.0,100.0,1.0,0.55,119.0,16.0,3.0,Digital Wallet,4.0
2023-11-08,18-25,IL,Female,Low,Affiliates,Home,Beds,Serta,iComfort,2015.0,1900.0,2.0,1.13,4030.0,29.0,201.0,Credit Card,5.0
2023-11-08,26-35,CA,Female,Low,Affiliates,Home,Beds,Tempur-Pedic,Cloud Supreme,1870.0,1800.0,2.0,0.64,3739.0,25.0,114.0,BNPL,3.0
2023-11-08,66+,TX,Male,Middle,PPC,Home,Beds,Tempur-Pedic,Contour Elite,1898.0,1700.0,2.0,0.74,3796.0,27.0,369.0,Digital Wallet,5.0
2023-11-08,56-65,CA,Female,Low,Organic,Clothing,Jeans,Wrangler,Regular Fit,57.0,35.0,2.0,1.97,113.0,4.0,39.0,Debit Card,2.0
2023-11-08,26-35,FL,Female,Middle,Email,Home,Beds,Tempur-Pedic,Cloud Supreme,1934.0,1800.0,2.0,0.83,3867.0,28.0,239.0,Digital Wallet,2.0
2023-11-08,18-25,GA,Female,Middle,Others,Electronics,Smartphones,Apple,iPhone 15,1018.0,800.0,1.0,0.51,1018.0,7.0,211.0,Debit Card,3.0
2023-11-08,36-45,FL,Female,Middle,Affiliates,Electronics,Laptops,HP,Envy,903.0,700.0,1.0,1.63,903.0,12.0,191.0,BNPL,5.0
2023-11-08,26-35,NY,Female,Low,Organic,Home,Beds,Serta,iComfort,2038.0,1900.0,2.0,1.75,4076.0,30.0,246.0,Debit Card,5.0
2023-11-08,36-45,FL,Female,Middle,App,Electronics,Laptops,Dell,XPS,1466.0,1300.0,1.0,1.73,1466.0,12.0,155.0,Credit Card,4.0
2023-11-08,26-35,CA,Other,High,App,Electronics,Smartphones,Apple,iPhone 15,1041.0,800.0,2.0,1.66,2081.0,11.0,471.0,Credit Card,3.0
2023-11-08,46-55,TX,Male,Low,Affiliates,Home,Furniture,IKEA,Billy Bookcase,128.0,100.0,1.0,1.13,128.0,13.0,15.0,Debit Card,4.0
2023-11-08,56-65,CA,Male,Middle,Others,Electronics,Smartphones,Samsung,Galaxy A32,349.0,250.0,2.0,0.51,698.0,11.0,188.0,Debit Card,3.0
2023-11-08,26-35,MI,Female,High,App,Electronics,Smartphones,Apple,iPhone SE,561.0,400.0,3.0,1.25,1684.0,20.0,464.0,Credit Card,5.0
2023-11-08,18-25,NY,Male,Middle,Organic,Electronics,Laptops,Apple Laptop,MacBook Air M2,1189.0,1000.0,2.0,1.2,2378.0,22.0,356.0,BNPL,5.0
2023-11-08,26-35,FL,Other,Low,App,Clothing,T-Shirts,Adidas,Performance,53.0,45.0,2.0,0.89,107.0,6.0,10.0,BNPL,4.0
2023-11-08,46-55,FL,Male,Low,Organic,Beauty,Makeup,Maybelline,Fit Me Foundation,16.0,15.0,5.0,0.73,81.0,7.0,-1.0,Credit Card,5.0
2023-11-08,26-35,TX,Female,Middle,PPC,Home,Beds,Tempur-Pedic,Contour Elite,1792.0,1700.0,2.0,0.87,3584.0,27.0,157.0,Digital Wallet,6.0
2023-11-08,46-55,NC,Female,Low,App,Beauty,Makeup,Maybelline,Fit Me Foundation,21.0,15.0,4.0,1.97,82.0,9.0,13.0,Credit Card,5.0
2023-11-08,56-65,TX,Male,High,Organic,Electronics,Laptops,HP,Pavilion,765.0,600.0,2.0,0.91,1529.0,19.0,311.0,Credit Card,4.0
2023-11-08,66+,NC,Male,Middle,Affiliates,Electronics,Smartphones,Apple,iPhone 14,916.0,700.0,3.0,1.14,2748.0,22.0,626.0,Credit Card,4.0
2023-11-08,36-45,TX,Female,Middle,Email,Home,Beds,Tempur-Pedic,Contour Elite,1849.0,1700.0,3.0,1.44,5548.0,39.0,409.0,Debit Card,5.0
2023-11-08,36-45,OH,Female,High,App,Beauty,Skincare,Neutrogena,Rapid Wrinkle Repair,24.0,20.0,1.0,1.36,24.0,4.0,-0.0,BNPL,4.0
2023-11-08,46-55,NY,Male,Low,Organic,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1655.0,1500.0,2.0,1.29,3310.0,16.0,294.0,Credit Card,5.0
2023-11-08,66+,NY,Male,Middle,Others,Clothing,T-Shirts,Nike,Pro,49.0,30.0,3.0,1.78,147.0,9.0,48.0,Credit Card,5.0
2023-11-08,18-25,FL,Male,High,Affiliates,Home,Furniture,IKEA,Billy Bookcase,166.0,100.0,1.0,1.68,166.0,14.0,52.0,Digital Wallet,6.0
2023-11-08,56-65,NC,Other,Middle,Organic,Electronics,Smartphones,Apple,iPhone SE,530.0,400.0,1.0,1.89,530.0,12.0,118.0,Credit Card,2.0
2023-11-08,36-45,CA,Female,Middle,Organic,Beauty,Makeup,Maybelline,Fit Me Foundation,20.0,15.0,5.0,0.53,98.0,4.0,19.0,Debit Card,4.0
2023-11-08,56-65,TX,Male,Middle,Affiliates,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1723.0,1500.0,2.0,0.84,3447.0,19.0,428.0,Credit Card,4.0
2023-11-08,36-45,FL,Other,Middle,Affiliates,Beauty,Makeup,Maybelline,Fit Me Foundation,23.0,15.0,6.0,1.15,137.0,7.0,39.0,Debit Card,5.0
2023-11-08,26-35,CA,Male,High,App,Home,Furniture,IKEA,Kallax Shelf,70.0,60.0,2.0,1.63,141.0,21.0,0.0,Digital Wallet,3.0
2023-11-08,36-45,GA,Other,High,Affiliates,Beauty,Makeup,Revlon,PhotoReady Concealer,18.0,12.0,3.0,1.86,53.0,4.0,13.0,Debit Card,4.0
2023-11-08,46-55,NC,Other,Middle,Organic,Home,Furniture,IKEA,Kallax Shelf,63.0,60.0,2.0,1.88,127.0,27.0,-20.0,Digital Wallet,5.0
2023-11-08,26-35,TX,Female,Low,PPC,Beauty,Makeup,Maybelline,Fit Me Foundation,20.0,15.0,4.0,0.81,79.0,5.0,14.0,Debit Card,5.0
2023-11-08,18-25,MI,Male,Low,Others,Electronics,Smartphones,Apple,iPhone 14,878.0,700.0,3.0,1.84,2633.0,20.0,513.0,Credit Card,5.0
2023-11-08,46-55,PA,Female,Middle,Affiliates,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1599.0,1500.0,2.0,1.24,3197.0,14.0,183.0,Digital Wallet,4.0
