TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2023-11-09,36-45,NY,Male,High,PPC,Electronics,Smartphones,Samsung,Galaxy A32,352.0,250.0,3.0,0.98,1056.0,20.0,286.0,BNPL,5.0
2023-11-09,66+,TX,Female,High,Organic,Home,Furniture,IKEA,Billy Bookcase,112.0,100.0,1.0,0.68,112.0,12.0,1.0,Credit Card,4.0
2023-11-09,56-65,TX,Female,High,Others,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1791.0,1500.0,1.0,1.11,1791.0,10.0,281.0,Credit Card,5.0
2023-11-09,26-35,CA,Female,Middle,Organic,Home,Beds,Tempur-Pedic,Contour Elite,1746.0,1700.0,1.0,0.76,1746.0,12.0,34.0,Digital Wallet,3.0
2023-11-09,56-65,NC,Male,Low,Organic,Electronics,Laptops,Dell,XPS,1372.0,1300.0,1.0,1.83,1372.0,14.0,58.0,Digital Wallet,4.0
2023-11-09,56-65,CA,Other,Middle,Organic,Clothing,Jeans,Wrangler,Authentics,55.0,30.0,3.0,1.84,165.0,4.0,70.0,Debit Card,3.0
2023-11-09,26-35,CA,Male,High,Organic,Electronics,Laptops,HP,Envy,890.0,700.0,1.0,1.45,890.0,8.0,182.0,Credit Card,2.0
2023-11-09,26-35,FL,Male,Middle,PPC,Beauty,Skincare,Neutrogena,Rapid Wrinkle Repair,34.0,20.0,1.0,1.79,34.0,4.0,11.0,Credit Card,3.0
2023-11-09,36-45,FL,Female,Middle,Organic,Clothing,Jeans,Wrangler,Regular Fit,64.0,35.0,3.0,0.9,191.0,7.0,79.0,BNPL,4.0
2023-11-09,56-65,CA,Female,High,PPC,Beauty,Makeup,Revlon,PhotoReady Concealer,20.0,12.0,3.0,1.02,61.0,3.0,22.0,Credit Card,2.0
2023-11-09,26-35,CA,Female,Middle,Others,Home,Beds,Tempur-Pedic,Cloud Supreme,1857.0,1800.0,11.0,1.28,20425.0,132.0,493.0,Digital Wallet,9.0
2023-11-09,36-45,NY,Female,Middle,App,Electronics,Smartphones,Apple,iPhone 14,943.0,700.0,3.0,0.63,2829.0,20.0,709.0,Digital Wallet,5.0
2023-11-09,36-45,FL,Female,Low,Email,Beauty,Makeup,Maybelline,Fit Me Foundation,17.0,15.0,3.0,1.57,51.0,5.0,2.0,Debit Card,4.0
2023-11-09,46-55,PA,Female,Low,App,Electronics,Smartphones,Samsung,Galaxy A32,322.0,250.0,2.0,1.32,643.0,13.0,130.0,Credit Card,4.0
2023-11-09,46-55,PA,Male,Middle,Affiliates,Home,Beds,Tempur-Pedic,Cloud Supreme,1961.0,1800.0,1.0,1.34,1961.0,15.0,145.0,Credit Card,4.0
2023-11-09,46-55,OH,Male,Middle,Affiliates,Electronics,Smartphones,Apple,iPhone 15,1014.0,800.0,2.0,0.67,2028.0,12.0,416.0,Credit Card,4.0
2023-11-09,36-45,NC,Male,Middle,Others,Clothing,T-Shirts,Nike,Sportswear,36.0,25.0,4.0,1.62,142.0,11.0,32.0,Credit Card,6.0
2023-11-09,46-55,TX,Male,Low,App,Electronics,Smartphones,Apple,iPhone 14,898.0,700.0,1.0,1.2,898.0,7.0,192.0,Credit Card,3.0
2023-11-09,56-65,NC,Other,Middle,Affiliates,Electronics,Laptops,HP,Envy,890.0,700.0,2.0,1.79,1779.0,22.0,357.0,Digital Wallet,11.0
2023-11-09,56-65,PA,Other,High,Email,Home,Furniture,IKEA,Billy Bookcase,152.0,100.0,1.0,1.8,152.0,13.0,39.0,Credit Card,4.0
2023-11-09,46-55,CA,Other,Middle,Email,Electronics,Smartphones,Apple,iPhone 15,1002.0,800.0,3.0,0.99,3005.0,15.0,590.0,BNPL,4.0
2023-11-09,36-45,CA,Female,Middle,App,Home,Furniture,IKEA,Billy Bookcase,136.0,100.0,1.0,1.92,136.0,10.0,27.0,Debit Card,4.0
2023-11-09,18-25,OH,Male,Middle,Organic,Home,Furniture,Ashley Furniture,Sofa,422.0,300.0,1.0,1.79,422.0,12.0,109.0,Credit Card,5.0
2023-11-09,36-45,NY,Male,Middle,Organic,Electronics,Laptops,Dell,Inspiron,845.0,600.0,2.0,0.66,1689.0,21.0,468.0,Digital Wallet,5.0
2023-11-09,46-55,GA,Female,High,App,Beauty,Skincare,Neutrogena,Rapid Wrinkle Repair,19.0,20.0,4.0,1.81,78.0,4.0,-6.0,Debit Card,5.0
2023-11-09,26-35,FL,Other,Middle,Others,Home,Furniture,IKEA,Kallax Shelf,73.0,60.0,2.0,0.79,147.0,23.0,4.0,Digital Wallet,5.0
2023-11-09,46-55,GA,Female,High,Affiliates,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1704.0,1500.0,3.0,1.4,5113.0,16.0,597.0,Debit Card,5.0
2023-11-09,36-45,NY,Female,Middle,App,Beauty,Makeup,Maybelline,Fit Me Foundation,18.0,15.0,3.0,0.95,54.0,7.0,2.0,Credit Card,16.0
2023-11-09,26-35,TX,Other,Low,App,Clothing,Jeans,Levis,Slim Fit,70.0,50.0,2.0,1.43,140.0,5.0,36.0,Debit Card,3.0
2023-11-09,56-65,TX,Other,Low,App,Clothing,T-Shirts,Nike,Pro,45.0,30.0,4.0,1.38,179.0,7.0,52.0,Credit Card,5.0
2023-11-09,36-45,IL,Female,Middle,Others,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1599.0,1500.0,1.0,1.65,1599.0,9.0,90.0,Debit Card,4.0
2023-11-09,26-35,MI,Female,High,App,Clothing,Jeans,Wrangler,Regular Fit,48.0,35.0,3.0,0.86,143.0,9.0,30.0,Credit Card,4.0
2023-11-09,26-35,CA,Female,Middle,Affiliates,Electronics,Laptops,Apple Laptop,MacBook Air M1,997.0,900.0,1.0,1.43,997.0,8.0,89.0,Credit Card,4.0
2023-11-09,56-65,CA,Female,High,App,Clothing,T-Shirts,Nike,Pro,48.0,30.0,4.0,1.3,191.0,5.0,66.0,Digital Wallet,5.0
2023-11-09,26-35,PA,Female,Middle,Affiliates,Electronics,Laptops,Dell,XPS,1413.0,1300.0,2.0,1.83,2826.0,19.0,206.0,Digital Wallet,4.0
2023-11-09,56-65,CA,Male,Middle,Email,Beauty,Makeup,Maybelline,Lash Sensational Mascara,13.0,10.0,5.0,1.84,66.0,3.0,13.0,Credit Card,4.0
2023-11-09,46-55,IL,Other,Low,Others,Electronics,Laptops,Dell,XPS,1437.0,1300.0,2.0,0.77,2873.0,20.0,253.0,BNPL,5.0
2023-11-09,56-65,GA,Other,Middle,Others,Home,Beds,Serta,iComfort,2119.0,1900.0,1.0,1.92,2119.0,13.0,207.0,BNPL,5.0
2023-11-09,66+,NY,Other,Middle,Affiliates,Beauty,Makeup,Revlon,PhotoReady Concealer,17.0,12.0,2.0,1.48,33.0,6.0,3.0,Credit Card,5.0
2023-11-09,56-65,NY,Female,Middle,Affiliates,Home,Furniture,Ashley Furniture,Dining Table,353.0,200.0,1.0,0.65,353.0,15.0,138.0,Digital Wallet,5.0
2023-11-09,46-55,CA,Other,Low,App,Clothing,Jeans,Levis,Slim Fit,70.0,50.0,1.0,1.38,70.0,3.0,17.0,Debit Card,2.0
2023-11-09,26-35,NC,Male,Middle,Organic,Home,Furniture,Ashley Furniture,Dining Table,361.0,200.0,2.0,2.0,722.0,26.0,296.0,Credit Card,6.0
2023-11-09,26-35,TX,Female,Middle,Email,Clothing,Jeans,Levis,501 Original,77.0,60.0,3.0,1.08,232.0,6.0,46.0,Credit Card,4.0
2023-11-09,46-55,FL,Other,Middle,Organic,Electronics,Smartphones,Apple,iPhone 15,1029.0,800.0,1.0,0.73,1029.0,8.0,221.0,Credit Card,6.0
2023-11-09,56-65,MI,Male,Middle,Others,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1576.0,1500.0,1.0,0.95,1576.0,9.0,67.0,Digital Wallet,7.0
2023-11-09,18-25,CA,Other,Middle,Email,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1690.0,1500.0,2.0,0.7,3380.0,10.0,370.0,Credit Card,4.0
2023-11-09,26-35,TX,Female,High,App,Clothing,T-Shirts,Adidas,Performance,63.0,45.0,3.0,1.65,188.0,5.0,48.0,BNPL,2.0
2023-11-09,46-55,FL,Male,Low,App,Home,Beds,Tempur-Pedic,Cloud Supreme,1928.0,1800.0,1.0,0.66,1928.0,15.0,113.0,Credit Card,4.0
2023-11-09,26-35,TX,Female,Middle,Email,Electronics,Smartphones,Apple,iPhone 14,890.0,700.0,1.0,0.66,890.0,7.0,183.0,BNPL,4.0
2023-11-09,46-55,GA,Other,Middle,Affiliates,Home,Furniture,Ashley Furniture,Bed Frame,248.0,100.0,1.0,0.59,248.0,11.0,137.0,Credit Card,5.0
2023-11-09,26-35,PA,Other,High,Email,Home,Beds,Tempur-Pedic,Contour Elite,1812.0,1700.0,2.0,1.58,3625.0,27.0,197.0,Debit Card,4.0
2023-11-09,66+,PA,Other,Middle,Organic,Clothing,T-Shirts,Adidas,Performance,67.0,45.0,1.0,1.62,67.0,5.0,18.0,BNPL,4.0
2023-11-09,66+,CA,Female,High,Organic,Home,Furniture,Ashley Furniture,Bed Frame,234.0,100.0,2.0,0.93,468.0,20.0,248.0,BNPL,4.0
2023-11-09,26-35,FL,Male,High,Email,Electronics,Laptops,Dell,XPS,1531.0,1300.0,1.0,1.3,1531.0,11.0,220.0,Debit Card,3.0
2023-11-09,36-45,NY,Male,Low,Organic,Electronics,Smartphones,Apple,iPhone 14,910.0,700.0,3.0,1.85,2730.0,20.0,610.0,Debit Card,6.0
2023-11-09,18-25,PA,Other,Middle,Affiliates,Beauty,Makeup,Maybelline,Fit Me Foundation,20.0,15.0,4.0,1.61,80.0,6.0,14.0,Digital Wallet,4.0
2023-11-09,56-65,PA,Other,Low,App,Home,Furniture,IKEA,Billy Bookcase,145.0,100.0,1.0,0.81,145.0,13.0,32.0,Digital Wallet,6.0
2023-11-09,36-45,CA,Other,Middle,Organic,Home,Furniture,Ashley Furniture,Sofa,434.0,300.0,8.0,1.12,3473.0,80.0,993.0,Credit Card,7.0
2023-11-09,18-25,CA,Male,Middle,Affiliates,Electronics,Smartphones,Samsung,Galaxy S21,647.0,500.0,3.0,0.77,1942.0,15.0,427.0,Debit Card,2.0
2023-11-09,26-35,FL,Male,Middle,Organic,Electronics,Laptops,Apple Laptop,MacBook Pro M3,1682.0,1500.0,1.0,1.87,1682.0,11.0,172.0,Credit Card,4.0
