TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2021-01-15,26-35,CA,Other,High,Affiliates,Home,Beds,Tempur-Pedic,Cloud Supreme,2116.0,1800.0,1.0,1.3,2116.0,12.0,303.0,Debit Card,3.0
2021-01-15,46-55,IL,Female,Middle,Affiliates,Clothing,Jeans,Levis,Slim Fit,74.0,50.0,2.0,0.87,149.0,7.0,41.0,Debit Card,5.0
2021-01-15,26-35,NY,Male,Low,App,Electronics,Smartphones,Apple,iPhone 15,1105.0,800.0,3.0,1.83,3316.0,20.0,896.0,Credit Card,6.0
2021-01-15,46-55,OH,Female,High,Organic,Clothing,T-Shirts,Nike,Dry-FIT,27.0,20.0,3.0,0.64,81.0,6.0,14.0,Digital Wallet,6.0
2021-01-15,46-55,IL,Male,Low,Email,Beauty,Makeup,Maybelline,Lash Sensational Mascara,15.0,10.0,6.0,0.99,92.0,8.0,24.0,Digital Wallet,8.0
2021-01-15,46-55,GA,Male,Middle,PPC,Electronics,Smartphones,Apple,iPhone SE,603.0,400.0,2.0,0.88,1206.0,11.0,395.0,Digital Wallet,4.0
2021-01-15,56-65,OH,Female,Middle,App,Beauty,Makeup,Revlon,ColorStay Lipstick,19.0,15.0,5.0,1.44,97.0,6.0,17.0,BNPL,5.0
2021-01-15,66+,GA,Male,Middle,Organic,Clothing,Jeans,Wrangler,Regular Fit,63.0,35.0,1.0,1.23,63.0,3.0,25.0,Credit Card,5.0
2021-01-15,46-55,TX,Female,Low,Organic,Clothing,T-Shirts,Adidas,Performance,59.0,45.0,5.0,1.88,296.0,8.0,63.0,Digital Wallet,6.0
2021-01-15,46-55,CA,Female,Middle,Others,Electronics,Smartphones,Apple,iPhone SE,631.0,400.0,2.0,1.15,1263.0,10.0,453.0,BNPL,3.0
2021-01-15,46-55,PA,Male,Middle,Affiliates,Beauty,Makeup,Revlon,ColorStay Lipstick,21.0,15.0,2.0,1.06,42.0,5.0,7.0,Digital Wallet,3.0
2021-01-15,36-45,TX,Other,Low,Affiliates,Beauty,Makeup,Maybelline,Fit Me Foundation,18.0,15.0,4.0,1.73,71.0,5.0,7.0,Credit Card,5.0
2021-01-15,26-35,CA,Other,Middle,Organic,Home,Furniture,IKEA,Billy Bookcase,137.0,100.0,1.0,0.9,137.0,10.0,27.0,Digital Wallet,4.0
2021-01-15,66+,NY,Female,Middle,PPC,Home,Beds,Serta,iComfort,2294.0,1900.0,2.0,1.63,4587.0,29.0,758.0,Debit Card,2.0
