TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2021-10-05,18-25,CA,Other,Middle,App,Beauty,Makeup,Maybelline,Lash Sensational Mascara,12.0,10.0,6.0,1.46,72.0,4.0,9.0,Digital Wallet,4.0
2021-10-05,46-55,FL,Female,High,App,Electronics,Smartphones,Samsung,Galaxy A32,309.0,250.0,2.0,1.78,618.0,13.0,105.0,Digital Wallet,4.0
2021-10-05,46-55,PA,Male,Middle,Email,Beauty,Makeup,Maybelline,Lash Sensational Mascara,14.0,10.0,6.0,1.61,86.0,7.0,18.0,Debit Card,6.0
2021-10-05,46-55,CA,Female,Middle,Organic,Electronics,Laptops,Apple Laptop,MacBook Air M2,1165.0,1000.0,1.0,1.18,1165.0,8.0,157.0,Credit Card,4.0
2021-10-05,26-35,IL,Male,Middle,App,Home,Furniture,IKEA,Kallax Shelf,57.0,60.0,1.0,1.63,57.0,14.0,-17.0,Credit Card,5.0
2021-10-05,56-65,CA,Female,Low,Email,Clothing,T-Shirts,Nike,Dry-FIT,25.0,20.0,3.0,1.11,74.0,4.0,10.0,Digital Wallet,2.0
2021-10-05,46-55,NY,Male,Middle,Organic,Clothing,Jeans,Wrangler,Regular Fit,52.0,35.0,1.0,1.92,52.0,7.0,10.0,Credit Card,2.0
2021-10-05,66+,FL,Male,High,Affiliates,Clothing,Jeans,Wrangler,Authentics,53.0,30.0,1.0,0.52,53.0,5.0,19.0,Digital Wallet,3.0
2021-10-05,18-25,OH,Female,Middle,Organic,Clothing,T-Shirts,Adidas,Essentials,39.0,35.0,3.0,0.99,117.0,6.0,5.0,Credit Card,4.0
2021-10-05,36-45,CA,Male,Low,Organic,Clothing,T-Shirts,Adidas,Essentials,35.0,35.0,9.0,1.05,317.0,11.0,-9.0,Digital Wallet,7.0
2021-10-05,18-25,TX,Female,Low,Others,Electronics,Laptops,Dell,XPS,1482.0,1300.0,1.0,1.57,1482.0,10.0,172.0,Credit Card,3.0
2021-10-05,18-25,TX,Female,Low,App,Beauty,Skincare,Neutrogena,Oil-Free Acne Wash,16.0,15.0,4.0,1.4,63.0,5.0,-1.0,Credit Card,3.0
2021-10-05,18-25,TX,Female,Low,Others,Electronics,Laptops,Apple Laptop,MacBook Air M1,1029.0,900.0,2.0,0.76,2057.0,18.0,239.0,Digital Wallet,4.0
2021-10-05,66+,OH,Female,Middle,App,Electronics,Smartphones,Samsung,Galaxy Z Fold 5,1636.0,1500.0,2.0,0.57,3272.0,13.0,259.0,BNPL,3.0
2021-10-05,18-25,TX,Female,High,Organic,Home,Furniture,Ashley Furniture,Sofa,425.0,300.0,1.0,0.68,425.0,12.0,113.0,Debit Card,4.0
2021-10-05,66+,FL,Male,Low,Others,Beauty,Makeup,Maybelline,Lash Sensational Mascara,14.0,10.0,5.0,1.32,72.0,6.0,16.0,Credit Card,4.0
2021-10-05,18-25,MI,Other,Middle,PPC,Beauty,Makeup,Maybelline,Lash Sensational Mascara,16.0,10.0,4.0,0.71,65.0,7.0,19.0,Digital Wallet,4.0
2021-10-05,46-55,GA,Female,Low,Affiliates,Electronics,Smartphones,Apple,iPhone SE,553.0,400.0,2.0,0.97,1106.0,11.0,295.0,Digital Wallet,3.0
2021-10-05,66+,NY,Female,High,Organic,Home,Furniture,Ashley Furniture,Sofa,455.0,300.0,1.0,0.97,455.0,15.0,140.0,Debit Card,6.0
2021-10-05,46-55,CA,Female,Low,Organic,Beauty,Makeup,Maybelline,Lash Sensational Mascara,16.0,10.0,3.0,1.3,47.0,3.0,14.0,Credit Card,3.0
2021-10-05,26-35,NC,Male,Middle,Organic,Home,Furniture,IKEA,Kallax Shelf,75.0,60.0,1.0,1.29,75.0,16.0,-1.0,Credit Card,6.0
2021-10-05,36-45,FL,Male,Middle,Organic,Home,Furniture,IKEA,Kallax Shelf,85.0,60.0,1.0,0.94,85.0,13.0,12.0,Credit Card,3.0
2021-10-05,18-25,FL,Other,Middle,Others,Clothing,T-Shirts,Nike,Dry-FIT,24.0,20.0,2.0,0.65,48.0,5.0,3.0,Digital Wallet,3.0
2021-10-05,18-25,GA,Male,Middle,Organic,Clothing,T-Shirts,Nike,Dry-FIT,25.0,20.0,4.0,1.05,101.0,6.0,15.0,Credit Card,4.0
2021-10-05,18-25,FL,Other,Low,PPC,Electronics,Smartphones,Apple,iPhone 14,914.0,700.0,1.0,0.87,914.0,8.0,206.0,Credit Card,3.0
2021-10-05,46-55,OH,Female,High,Email,Clothing,T-Shirts,Adidas,Performance,62.0,45.0,3.0,1.54,185.0,6.0,44.0,Digital Wallet,6.0
