TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2021-03-26,56-65,NY,Female,Low,Others,Beauty,Skincare,Neutrogena,Hydro Boost Gel,20.0,20.0,1.0,24.0,20.0,12.0,-12.0,BNPL,4.0
2021-03-26,66+,GA,Female,High,Affiliates,Beauty,Makeup,Maybelline,Fit Me Foundation,21.0,15.0,8.0,17.0,170.0,12.0,38.0,Credit Card,8.0
2021-03-26,56-65,MI,Male,Low,Organic,Beauty,Makeup,Maybelline,Lash Sensational Mascara,14.0,10.0,4.0,16.0,55.0,13.0,2.0,Debit Card,6.0
2021-03-26,36-45,CA,Female,Middle,Organic,Clothing,T-Shirts,Nike,Sportswear,32.0,25.0,3.0,26.0,95.0,9.0,11.0,Debit Card,4.0
2021-03-26,26-35,FL,Male,Middle,Others,Beauty,Skincare,Neutrogena,Rapid Wrinkle Repair,19.0,20.0,3.0,22.0,56.0,11.0,-15.0,Digital Wallet,4.0
2021-03-26,66+,FL,Female,Middle,Affiliates,Electronics,Laptops,Apple Laptop,MacBook Air M2,1334.0,1000.0,3.0,8.0,4002.0,30.0,973.0,Debit Card,6.0
2021-03-26,26-35,PA,Other,Low,App,Electronics,Smartphones,Apple,iPhone SE,538.0,400.0,3.0,17.0,1615.0,23.0,393.0,Debit Card,5.0
2021-03-26,56-65,TX,Other,Low,App,Electronics,Laptops,Dell,XPS,1598.0,1300.0,1.0,11.0,1598.0,19.0,279.0,Debit Card,5.0
2021-03-26,56-65,TX,Female,Low,Affiliates,Clothing,Jeans,Wrangler,Authentics,39.0,30.0,5.0,30.0,193.0,16.0,27.0,BNPL,2.0
2021-03-26,46-55,TX,Other,Middle,Others,Electronics,Laptops,HP,Envy,1014.0,700.0,1.0,5.0,1014.0,19.0,296.0,Credit Card,4.0
2021-03-26,18-25,OH,Female,High,PPC,Clothing,T-Shirts,Nike,Sportswear,32.0,25.0,18.0,21.0,584.0,30.0,103.0,Credit Card,12.0
2021-03-26,26-35,NY,Male,Middle,App,Home,Furniture,Ashley Furniture,Dining Table,412.0,200.0,1.0,4.0,412.0,24.0,188.0,Credit Card,5.0
2021-03-26,66+,NY,Female,High,Affiliates,Home,Furniture,IKEA,Kallax Shelf,64.0,60.0,1.0,8.0,64.0,24.0,-20.0,Debit Card,5.0
2021-03-26,66+,GA,Female,High,Affiliates,Electronics,Laptops,HP,Pavilion,754.0,600.0,3.0,8.0,2261.0,28.0,433.0,BNPL,6.0
2021-03-26,56-65,OH,Other,High,PPC,Electronics,Smartphones,Apple,iPhone 15,1050.0,800.0,1.0,11.0,1050.0,15.0,235.0,Credit Card,5.0
2021-03-26,56-65,TX,Other,Low,Organic,Electronics,Smartphones,Samsung,Galaxy A32,317.0,250.0,1.0,19.0,317.0,15.0,52.0,Digital Wallet,4.0
2021-03-26,46-55,CA,Other,Middle,Organic,Beauty,Makeup,Maybelline,Lash Sensational Mascara,12.0,10.0,1.0,23.0,12.0,7.0,-5.0,Digital Wallet,2.0
2021-03-26,26-35,IL,Other,Low,Email,Beauty,Makeup,Maybelline,Lash Sensational Mascara,13.0,10.0,4.0,24.0,50.0,12.0,-2.0,Credit Card,6.0
2021-03-26,66+,CA,Other,Middle,Others,Electronics,Smartphones,Samsung,Galaxy S21,672.0,500.0,3.0,10.0,2016.0,19.0,497.0,Debit Card,4.0
2021-03-26,46-55,NY,Male,Low,Organic,Electronics,Smartphones,Apple,iPhone 14,916.0,700.0,1.0,13.0,916.0,18.0,199.0,Digital Wallet,4.0
2021-03-26,26-35,OH,Other,Middle,Organic,Home,Beds,Tempur-Pedic,Contour Elite,2107.0,1700.0,3.0,7.0,6321.0,40.0,1181.0,Credit Card,4.0
2021-03-26,26-35,MI,Female,Low,PPC,Electronics,Smartphones,Samsung,Galaxy A32,376.0,250.0,3.0,11.0,1127.0,24.0,353.0,BNPL,4.0
2021-03-26,66+,IL,Female,Low,App,Beauty,Skincare,Neutrogena,Oil-Free Acne Wash,14.0,15.0,1.0,25.0,14.0,11.0,-12.0,Debit Card,5.0
2021-03-26,18-25,NY,Other,High,App,Home,Beds,Tempur-Pedic,Contour Elite,2129.0,1700.0,3.0,4.0,6387.0,42.0,1245.0,Debit Card,13.0
2021-03-26,26-35,NC,Female,Middle,Organic,Electronics,Smartphones,Samsung,Galaxy A32,331.0,250.0,1.0,17.0,331.0,19.0,62.0,Debit Card,6.0
2021-03-26,36-45,MI,Other,Middle,PPC,Clothing,Jeans,Levis,Bootcut,82.0,100.0,4.0,34.0,327.0,16.0,-90.0,Digital Wallet,7.0
2021-03-26,56-65,NY,Male,Middle,Email,Electronics,Smartphones,Apple,iPhone 15,985.0,800.0,1.0,19.0,985.0,18.0,167.0,Credit Card,4.0
2021-03-26,26-35,NY,Female,Low,App,Electronics,Smartphones,Apple,iPhone 14,915.0,700.0,1.0,15.0,915.0,18.0,198.0,Digital Wallet,3.0
2021-03-26,26-35,PA,Male,High,App,Beauty,Makeup,Maybelline,Lash Sensational Mascara,16.0,10.0,1.0,19.0,16.0,10.0,-4.0,Credit Card,4.0
2021-03-26,26-35,NC,Male,Middle,Organic,Home,Beds,Serta,Perfect Sleeper,1020.0,750.0,1.0,5.0,1020.0,28.0,242.0,Credit Card,5.0
2021-03-26,56-65,NC,Other,High,Organic,Electronics,Laptops,Apple Laptop,MacBook Air M1,1059.0,900.0,3.0,13.0,3178.0,33.0,445.0,Digital Wallet,6.0
2021-03-26,26-35,FL,Female,High,Organic,Home,Furniture,Ashley Furniture,Sofa,443.0,300.0,1.0,9.0,443.0,22.0,121.0,BNPL,5.0
2021-03-26,36-45,OH,Male,High,Affiliates,Electronics,Smartphones,Samsung,Galaxy S21,776.0,500.0,1.0,11.0,776.0,15.0,261.0,Credit Card,5.0
2021-03-26,46-55,GA,Female,Low,Others,Home,Beds,Serta,Perfect Sleeper,1039.0,750.0,1.0,3.0,1039.0,23.0,266.0,Debit Card,6.0
2021-03-26,56-65,IL,Other,Middle,Affiliates,Clothing,T-Shirts,Adidas,Essentials,38.0,35.0,6.0,22.0,228.0,18.0,-0.0,Digital Wallet,7.0
2021-03-26,26-35,CA,Female,Low,Affiliates,Clothing,T-Shirts,Nike,Sportswear,31.0,25.0,6.0,34.0,186.0,14.0,22.0,Debit Card,5.0
2021-03-26,66+,IL,Female,High,Others,Home,Furniture,IKEA,Kallax Shelf,71.0,60.0,3.0,8.0,213.0,36.0,-4.0,Credit Card,5.0
2021-03-26,26-35,NY,Male,Low,Affiliates,Home,Furniture,IKEA,Billy Bookcase,171.0,100.0,3.0,3.0,514.0,37.0,177.0,Credit Card,7.0
