TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2023-06-13,18-25,CA,Other,High,Email,Clothing,T-Shirts,Adidas,Performance,59.0,45.0,6.0,15.0,354.0,14.0,70.0,Debit Card,6.0
2023-06-13,56-65,TX,Other,Middle,Affiliates,Home,Furniture,IKEA,Kallax Shelf,79.0,60.0,3.0,5.0,236.0,38.0,18.0,Digital Wallet,7.0
2023-06-13,56-65,NC,Female,Low,Affiliates,Beauty,Makeup,Maybelline,Fit Me Foundation,14.0,15.0,6.0,21.0,87.0,17.0,-20.0,Debit Card,8.0
2023-06-13,18-25,GA,Other,Middle,Organic,Clothing,Jeans,Levis,501 Original,61.0,60.0,3.0,28.0,182.0,13.0,-10.0,Debit Card,7.0
2023-06-13,66+,NY,Male,High,Email,Clothing,T-Shirts,Adidas,Performance,58.0,45.0,1.0,15.0,58.0,14.0,-0.0,Credit Card,4.0
2023-06-13,26-35,IL,Male,Middle,Organic,Clothing,T-Shirts,Adidas,Essentials,38.0,35.0,1.0,26.0,38.0,13.0,-10.0,Debit Card,4.0
2023-06-13,66+,NY,Other,High,Others,Beauty,Makeup,Maybelline,Fit Me Foundation,20.0,15.0,6.0,22.0,120.0,16.0,14.0,Credit Card,6.0
2023-06-13,18-25,OH,Female,Low,Others,Clothing,T-Shirts,Adidas,Essentials,38.0,35.0,1.0,15.0,38.0,11.0,-8.0,Digital Wallet,4.0
2023-06-13,66+,FL,Male,Low,Email,Clothing,Jeans,Levis,Bootcut,93.0,100.0,4.0,27.0,373.0,17.0,-43.0,BNPL,5.0
2023-06-13,26-35,IL,Female,Low,Others,Clothing,Jeans,Wrangler,Authentics,38.0,30.0,1.0,28.0,38.0,13.0,-5.0,BNPL,5.0
2023-06-13,56-65,PA,Other,Middle,PPC,Home,Furniture,IKEA,Billy Bookcase,140.0,100.0,3.0,6.0,421.0,40.0,81.0,Credit Card,7.0
2023-06-13,26-35,OH,Other,Low,Affiliates,Clothing,T-Shirts,Nike,Pro,40.0,30.0,3.0,25.0,121.0,13.0,18.0,Debit Card,5.0
2023-06-13,66+,GA,Male,Middle,App,Electronics,Smartphones,Apple,iPhone 15,999.0,800.0,1.0,15.0,999.0,15.0,184.0,Credit Card,3.0
2023-06-13,26-35,CA,Male,Low,Organic,Electronics,Laptops,Dell,XPS,1513.0,1300.0,3.0,9.0,4540.0,30.0,610.0,Credit Card,5.0
2023-06-13,26-35,TX,Male,Low,PPC,Clothing,T-Shirts,Adidas,Performance,52.0,45.0,1.0,27.0,52.0,11.0,-4.0,BNPL,5.0
2023-06-13,26-35,FL,Male,Middle,Organic,Electronics,Laptops,Apple Laptop,MacBook Air M1,1040.0,900.0,3.0,12.0,3121.0,33.0,388.0,Digital Wallet,7.0
2023-06-13,18-25,CA,Male,Middle,Affiliates,Electronics,Smartphones,Apple,iPhone 14,886.0,700.0,4.0,17.0,3544.0,29.0,715.0,Credit Card,5.0
2023-06-13,46-55,NC,Other,High,Affiliates,Beauty,Skincare,Neutrogena,Oil-Free Acne Wash,13.0,15.0,6.0,22.0,80.0,17.0,-27.0,Digital Wallet,9.0
2023-06-13,56-65,FL,Female,High,Others,Electronics,Smartphones,Apple,iPhone 15,965.0,800.0,1.0,18.0,965.0,17.0,148.0,Credit Card,4.0
2023-06-13,18-25,FL,Female,Low,PPC,Clothing,Jeans,Wrangler,Regular Fit,54.0,35.0,3.0,23.0,161.0,15.0,42.0,Digital Wallet,6.0
2023-06-13,26-35,PA,Female,Middle,App,Clothing,T-Shirts,Nike,Dry-FIT,21.0,20.0,6.0,18.0,128.0,18.0,-10.0,Credit Card,6.0
2023-06-13,26-35,NY,Female,High,App,Clothing,T-Shirts,Nike,Dry-FIT,26.0,20.0,4.0,25.0,103.0,17.0,5.0,Digital Wallet,6.0
2023-06-13,56-65,CA,Female,Middle,Email,Home,Furniture,IKEA,Kallax Shelf,68.0,60.0,3.0,3.0,203.0,36.0,-13.0,Credit Card,5.0
2023-06-13,26-35,PA,Male,High,Affiliates,Clothing,Jeans,Wrangler,Regular Fit,37.0,35.0,3.0,28.0,111.0,15.0,-10.0,Digital Wallet,6.0
