TransactionDate,CustomerAgeBucket,State,CustomerGender,CustomerIncomeGroup,MarketChannel,ProductCategory,ProductSubCategory,ProductBrand,ProductName,UnitCost,ProductCost,NumberOfUnits,DiscountRate,TotalCost,ShippingCost,Profit,PaymentMethod,DeliveryTime
2022-03-31,36-45,GA,Male,Low,App,Beauty,Makeup,Maybelline,Fit Me Foundation,20.0,15.0,4.0,18.0,81.0,11.0,9.0,Credit Card,6.0
2022-03-31,46-55,CA,Male,Low,App,Home,Furniture,IKEA,Kallax Shelf,92.0,60.0,3.0,8.0,275.0,34.0,61.0,Credit Card,5.0
2022-03-31,26-35,PA,Other,High,Organic,Electronics,Smartphones,Apple,iPhone 14,926.0,700.0,3.0,15.0,2777.0,24.0,652.0,Debit Card,6.0
2022-03-31,18-25,TX,Female,Middle,Others,Home,Beds,Serta,Perfect Sleeper,987.0,750.0,3.0,7.0,2961.0,41.0,670.0,Digital Wallet,6.0
2022-03-31,36-45,TX,Male,Middle,Organic,Home,Beds,Tempur-Pedic,Contour Elite,2030.0,1700.0,1.0,4.0,2030.0,25.0,304.0,Digital Wallet,4.0
2022-03-31,46-55,MI,Male,Middle,App,Home,Beds,Tempur-Pedic,Contour Elite,2167.0,1700.0,1.0,4.0,2167.0,28.0,439.0,BNPL,5.0
2022-03-31,36-45,TX,Female,Middle,Affiliates,Beauty,Makeup,Revlon,ColorStay Lipstick,18.0,15.0,8.0,23.0,144.0,15.0,10.0,Debit Card,6.0
2022-03-31,56-65,NC,Female,Low,Email,Beauty,Skincare,Neutrogena,Hydro Boost Gel,24.0,20.0,5.0,20.0,119.0,18.0,2.0,BNPL,7.0
2022-03-31,26-35,GA,Female,Middle,PPC,Home,Furniture,Ashley Furniture,Sofa,452.0,300.0,1.0,3.0,452.0,22.0,130.0,Credit Card,4.0
2022-03-31,18-25,IL,Female,Middle,Organic,Beauty,Makeup,Maybelline,Lash Sensational Mascara,13.0,10.0,6.0,15.0,80.0,16.0,5.0,Debit Card,6.0
